1               	        92,842	       506,294	         0,000	                
2               	        99,432	       507,550	         0,000	                
3               	       101,334	       514,286	         0,000	                
4               	        95,560	       515,917	         0,000	                
5               	        94,976	       513,848	         0,000	                
6               	        93,658	       509,181	         0,000	                
7               	        90,357	       515,153	         0,000	                
8               	        90,615	       516,067	         0,000	                
